item_id	Seller	Actors	Actual Color	Artist ID	Aspect Ratio	Color	Genre ID	ISBN	Item Class ID	Literary Genre	MPAA Rating	Product Long Description	Product Name	Product Short Description	Publisher	Recommended Location	Recommended Room	Recommended Use	Short Description	Synopsis	actual_color	tag
3882			Black						1			"Tripp Lite's VESA-compliant DWM60100XX Full-Motion Flat-Screen Wall Mount offers full-motion articulation and can free up valuable space in your workstation by allowing you to effortlessly reposition your display at any time, even after installation. Its sleek design features convenient one-touch display adjustment with tilt and swivel capabilities and fits most 60- to 100-inch flat-panel displays. Its durable, all-metal frame with scratch-resistant, powder-coat finish withstands the stress of repeated use and blends easily into any d&#233;cor. It comes with all necessary mounting hardware and supports weights of up to 300 lbs. A built-in level adjustment ensures perfect positioning. For peace of mind, the DWM60100XX comes backed by a 5-year warranty.<p><b>General Information</b><ul><li>Manufacturer: Tripp Lite</li><li>Manufacturer Part Number: DWM60100XX</li><li>Brand Name: Tripp Lite</li><li>Product Model: DWM60100XX</li><li>Product Name: Full-Motion Wall Mount for 60"" to 100"" Flat-Screen Displays</li><li>Product Type: Wall Mount</li></ul></p><p><b>Product Information</b><ul><li>Device Supported: Flat Panel Display</li><li>Number of Displays Supported: 1</li><li>Maximum Load Capacity: 300 lb</li><li>Maximum Screen Size Supported: 100""</li></ul></p><p><b>Physical Characteristics</b><ul><li>Color: Black</li><li>VESA Mount Standard: <ul><li>200 x 200</li><li>400 x 200</li><li>300 x 300</li><li>400 x 400</li><li>600 x 400</li><li>800 x 400</li><li>800 x 600</li><li>600 x 900</li></ul></li><li>Height: 24.2""</li><li>Width: 36.5""</li><li>Depth: 24.6""</li><li>Weight (Approximate): 31.53 lb</li></ul></p><p><b>Miscellaneous</b><ul><li>Package Contents: <ul><li>Full-Motion Wall Mount for 60"" to 100"" Flat-Screen Displays</li><li>Mounting Hardware</li><li>Cardboard Installation Templete</li><li>Owner's Manual</li></ul></li><li>Green Compliant: Yes</li><li>Green Compliance Certificate/Authority: RoHS</li></ul></p><p><b>Warranty</b><ul><li>Limited Warranty: 5 Year</li></ul></p>"	"Tripp Lite Display TV Wall Monitor Mount Swivel Tilt 60""-100"" Flat Screen - 300 lb Load Capacity - Metal - Black"	"Tripp Lite Display TV Wall Monitor Mount Swivel Tilt 60""-100"" Flat Screen - 300 lb Load Capacity - Metal - Black"				Office, Home, Televisions				[581514]
3883									19			"<ul><li>Emerson 20"" Pure Flat Tube Color Television with DVD/CD Player built in 
<li>Plays these formats:  DVD Video, DVD-R/RW, Audio CD, CD-RW, CD-R, and CD MP-3 Files 
<li>181-Channel Auto-Set PLL Frequency Synthesized Tuner
<li> Dual Front-Firing 3"" Speakers 
<li>TV/CATV Auto Select 
<li>47 Key Remote Control 
<li>On-Screen Menu Display in English, French, or Spanish 
<li>Still-Frame, Frame Advance, and Slow Motion 
<li>Four-Step High Speed Scan Search (2x, 8x, 50x, and 100x) 
<li>Skip and Pause 
<li>Resume Play (Play > Stop > Play) 
<li>Title/Sub-Title On/Off 
<li>Zoom (1.3x, 2x, 4x) 
<li>V-Chip Parental Guide System 
<li>Screen-Saver 
<li>DVD: Title/Chapter/A-B 
<li>CD: All/Track/A-B 
<li>MP-3: All/Track/Group 
<li>Dimensions: 20 3/16"" W x 20 1/4"" H x 19 13/16"" D, 
<li>Weight: 49.6 lbs </ul>"	"Emerson 20"" Flat Screen TV/DVD/CD Combo, EWC20D4"						Catch your must-see TV programs, watch a movie on DVD, or listen to your favorite band with this versatile color TV/DVD/CD player from Emerson. This 20-inch flat screen model is a great value, and is large enough to convey all the action, but small enough to fit almost anywhere in your home or apartment. Includes a V-Chip parental guide system. <br>			[447913]
3884	Pcrush		Multicolor						19			"<li>Input Receptacles: NEMA L21-30P</li><li>Output Receptacles: 6 x IEC 60320 C19</li><li>Output Receptacles: 30 x IEC 60320 C13</li><li>Protection Type: Overload Protection</li><li>Input Voltage: 208 V AC</li><li>Output Voltage: 208 V AC</li><li>Power Rating: 8.60 kVA</li><li>Form Factor: Vertical Rackmount</li><li>Height: 70""</li><li>Width: 2.2""</li><li>Depth: 3.3""</li><li>Weight (Approximate): 10.50 lb</li><li>Package Contents: <ul><li>Monitored PDU3VN3L2130 36-Outlets 8.6kW PDU</li><li>Cord Retention Brackets</li><li>Rack Mounting Brackets</li><li>Owner's Manual</li></ul></li><li>Limited Warranty: 2 Year</li><h3>Package Contents</h3><ul><li>Monitored PDU3VN3L2130 36-Outlets 8.6kW PDU</li><li>Cord Retention Brackets</li><li>Rack Mounting Brackets</li><li>Owner's Manual</li></ul>"	TRIPP LITE PDU3VN3L2130 PDU 3-PHASE MONITORED 8.6KW						The PDU3VN3L2130 8.6kW 3-Phase Monitored PDU features 45 outlets for distributing network-grade 208/120V AC power to rack-mounted network devices, including computers, servers, routers and switches. Outlets are arranged in six load banks: 36 C13 208V and six C19 208V outlets divided evenly into three banks and three NEMA 5-15/20R 120V outlets, each in its own bank. <p>A built-in SNMPWEBCARD enables full remote access for power monitoring, configuration, control and notifications 24 hours a day via secure web browser, telnet or SSH, as well as real-time load/current data with billing-grade accuracy(+/- 1 percent). Tiered access privileges allow both an administrator and a guest to log in. Automated alerts help prevent accidental overloads, power loss and downtime. Digital LED display indicates amps, kilowatts, volts and power unbalance percentage, as well as temperature and humidity conditions when using the optional ENVIROSENSE			[4483]
3885									1			Power Supply, Type Indoor Wall Mount, Material Steel, Finish Gray, Enclosure Depth (In.) 3-1/2, Enclosure Width (In.) 7-1/2, Enclosure Height (In.) 8-1/2, Batteries Required No, Number of Outputs 8, Input Voltage 115VAC, Voltage Output 16VAC, Output Current (Amps) 10, Input Frequency (Hz) 50/60, Standards CE Approved, Includes Spare Fuse, Linecord and Screws<br><b>Features</b><ul><li>Sub-Category : Power Supply: Wall Mount</li><li>Type : Indoor Wall Mount</li><li>Input Frequency (Hz) : 50/60</li><li>Batteries Required : No</li><li>Standards : CE Approved</li><li>Enclosure Depth (In.) : 3-1/2</li><li>Enclosure Height (In.) : 8-1/2</li><li>Enclosure Width (In.) : 7-1/2</li><li>Output Current (Amps) : 10</li><li>Input Voltage : 115VAC</li><li>Finish : Gray</li><li>Includes : Spare Fuse, Linecord and Screws</li><li>Item : Power Supply</li><li>Voltage Output : 16VAC</li><li>Number of Outputs : 8</li><li>Material : Steel</li></ul>	ALTRONIX AL168175CB Power Supply, Outputs 8, Amps 10	Power Supply,Outputs 8,Amps 10								[4483]
3886	Zoro								19			"Miniature Distribution Block, Max. Amps 175, Number of Poles 3, Primary Connections/Pole 1, Primary Wire Range (AWG) 8 to 2/0 AWG, Secondary Connection/Pole 1, Secondary Wire Range (AWG) 8 to 2/0 AWG, Voltage Rating 600VAC/DC, Power Distribution Block Design Open, Length 2.80 In., Depth 2.12 In., Width 5.37 In., Standards UL 1059, CSA Class 6228-01<br><b>Features</b><ul><li>Primary Connections/Pole : 1</li><li>Secondary Connection/Pole : 1</li><li>Secondary Wire Range (AWG) : 8 to 2/0 AWG</li><li>Number of Poles : 3</li><li>Primary Wire Range (AWG) : 8 to 2/0 AWG</li><li>Voltage Rating : 600VAC/DC</li><li>Item : Miniature Distribution Block</li><li>Depth : 2.12""</li><li>Length : 2.80""</li><li>Max. Amps : 175</li><li>Width : 5.37""</li><li>Standards : UL 1059, CSA Class 6228-01</li><li>Power Distribution Block Design : Open</li></ul>"	BUSSMANN 16000-3 Distribution Block	Min Pwr Dist Block,175A,3P,1P Prmry,600V								[4483]
3887	TonZof		Black		4:3			7.28901016868e+11	19			<strong>OmniMount Component Shelf, Black:</strong><ul><li>Component shelf adds to the overall appeal of the elegant system</li><li>Holds home theater electronics and mounted television in one neat little package</li><li>No more unsightly heaps of tangled wires running from walls, components and televisions all housed in different locations</li><li>Contoured wall plate</li><li>Pivots left and right</li><li>Tempered-glass shelf has a heavy-duty metal wall plate and concealed bolts for stability</li><li>Supports up to 30 lbs</li><li>Color: Black</li><li>Easily install the OmniMount wall shelf with the help of the accompanying instruction kit</li></ul>	OmniMount Component Shelf - Black					TV	This Black OmniMount Component Shelf is a space-saving accessory for your home theater. It allows you to neatly organize different appliances right under your TV without the need to run cables through your wall. This particular model adds a bit of elegance to your living room with its simply designed tempered-glass shelving system that is supported by a thin but highly durable bracket. The OmniMount wall shelf has a heavy-duty metal wall plate and concealed bolts for stability, ensuring reliable performance for years to come. It can hold a cable box, a DVD player or most any other component that needs to be located next to a mounted television. It supports up to 30 lbs of weight. The glass component shelf comes with a pivoting arm for left-to-right movement. You can easily install this shelf with the help of the accompanying instruction kit.			[581514]
3888	Beach Audio Inc								19			"<p><p>Now you can cut your energy costs and find out what appliances are actually worth keeping plugged in. Simply connect these appliances to the Kill A Watt&reg; EZ, and it will assess how efficient they really are. Large LCD display will count consumption by the Kilowatt-hour, same as your local utility.<br /><br />Calculate your cumulative electrical expenses and forecast by the day, week, month, even an entire year. Also check the quality of your power by monitoring Voltage, Line Frequency, and Power Factor. Now you'll know if it is time for a new refrigerator or if that old air conditioner is still saving you money. With the amazing Kill A Watt&reg; EZ you'll know ""Watts"" killing you.</p></p><b><U>Technical Information</U><BR></b><br><b>Device Function:</b> Power Monitoring, Voltage Monitor<br><br><b><U>Interfaces/Ports</U><BR></b><br><b>HDMI:</b> No<br><b>DVI:</b> No<br><b>VGA:</b> No<br><b>USB:</b> No<br><b>Serial Port:</b> No<br><b>Serial V.35 Interface:</b> No<br><b>Audio Line Out:</b> No<br><b>PoE (RJ-45) Port:</b> No<br><b>Token Ring Port:</b> No<br><b>Network (RJ-45):</b> No<br><br><b><U>Wireless Specifications</U><BR></b><br><b>Wireless LAN:</b> No<br><br><b><U>Display & Graphics</U><BR></b><br><b>Display Screen Type:</b> LCD<br><br><b><U>Battery Information</U><BR></b><br><b>Battery Built-in:</b> Yes<br><br><b><U>Power Description</U><BR></b><br><b>Input Voltage:</b> 110 V AC<br><br><b><U>Physical Characteristics</U><BR></b><br><b>Color:</b> Gray<br><b>Height:</b> 5.1""<br><b>Width:</b> 2.5""<br><b>Depth:</b> 1.5""<br><b>Weight (Approximate):</b> 5 oz<br><br><b><U>Warranty</U><BR></b><br><b>Limited Warranty:</b> 6 Month"	P3 Direct P4460 P3 P4450 Kill A Watt Ez	"<p>Now you can cut your energy costs and find out what appliances are actually worth keeping plugged in. Simply connect these appliances to the Kill A Watt&reg; EZ, and it will assess how efficient they really are. Large LCD display will count consumption by the Kilowatt-hour, same as your local utility.<br /><br />Calculate your cumulative electrical expenses and forecast by the day, week, month, even an entire year. Also check the quality of your power by monitoring Voltage, Line Frequency, and Power Factor. Now you'll know if it is time for a new refrigerator or if that old air conditioner is still saving you money. With the amazing Kill A Watt&reg; EZ you'll know ""Watts"" killing you.</p>"								[4483]
3889	Limited Goods		Multicolor		4:3			6.15798398118e+11	19			<br><b>Winegard HD-8800 UHF High-Gain 8-Bay Bow-Tie HDTV Antenna:</b><ul><li>Brings clear reception of channels 14 - 69<li>Foldable construction<li>Ideal for attics or smaller spaces</ul>	Winegard HD-8800 UHF High-Gain 8-Bay Bow-Tie HDTV Antenna					Satellite HDTV	The HD8800 is a UHF High-Gain 8-Bay Bow-Tie HDTV Antenna that will bring you crisp clear reception of channels 14 - 69. The foldable construction makes the antenna perfect for attics or smaller spaces.			[4536]
3890			Black						1			Flat Panel Articulating Mount, Wall, Overall Depth 2 1/8 In, Overall Height 5 1/2 In, Overall Width 10 1/2 In, Load Capacity 25 Lbs, Pitch +/- 35 Deg, Swivel Angle 180 Deg, Aluminum Construction, Color Black, For Use With LCD Screens 10 To 22 Inches, Meets UL, VESA Standards, Includes Theft Resistant Security Fasteners, Wood Stud and Concrete Hardware, Screen Adapter Plate<br><b>Features</b><ul><li>Item : Flat Panel Articulating Mount</li><li>Type : Articulating</li><li>Color : Black</li><li>Includes : Theft Resistant Security Fasteners, Wood Stud and Concrete Hardware, Screen Adapter Plate</li><li>Load Capacity (Lb.) : 25</li><li>Pitch (Deg.) : +/-35</li><li>Standards : UL Certified</li><li>Swivel Angle (Deg.) : 180</li><li>Mounting : Wall</li></ul>	PEERLESS SA730P Flat Panel Articulating Mount, Wall	Flat Panel Articulating Mount,Wall								[581514]
3891	Beach Audio Inc								19			Wireless lighting control with z-wave(r) technology<li> creates & manages custom lighting scenes for easy home lighting control<li> controls 4 groups & 4 scenes<li> low profilemounts with tape or screws<li> works with lamp modules, fluorescent & appliance modules, dimmer switch & receptacles & outdoor modules	Ge 45631 Z-wave[r] Wall-mount Group/scene Controller	Wireless lighting control with z-wave(r) technology<li> creates & manages custom lighting scenes for easy home lighting control<li> controls 4 groups & 4 scenes<li> low profilemounts with tape or screws<li> works with lamp modules, fluorescent & appliance modules, dimmer switch & receptacles & outdoor modules								[4537]
3892	UnbeatableSale.com		Gray						1			Protects and covers cords and cables while keeping floor areas clear and safe- Lays flat, stays flat and fits neatly over cords up to 5/16'' in diameter- Perfect for home, office, factory, school--- anywhere- Gray- 5' length- Length: 8-92- Width: 3- Height: 7-2 SKU: JNSN24830	Wiremold 5ft.  Gray Corduct On-Floor Cord Protector  CDG5						Protects and covers cords and cables while keeping floor areas clear and safe.			[4537]
